eg,chemsys,nelements,formula
0.0,Bi-Li-Sm,3,Li3SmBi2
0.0,Li-Sb-Sm,3,Li3SmSb2
0.0,Li-Sn,2,Li3Sn
3.761,B-Li-O-Sn,4,Li3Sn(BO2)5
1.5029,B-Li-O-Sn,4,Li3Sn(BO3)2
0.0,Li-O-P-Sn,4,Li3Sn(PO3)6
0.0,Li-O-P-Sn,4,Li3Sn(PO4)2
0.0,Li-Pd-Sn,3,Li3Sn11Pd4
0.0,Li-O-P-Sn,4,Li3Sn2(PO4)3
0.0,F-Li-Ta,3,Li3TaF6
0.5994000000000002,F-Li-Ta,3,Li3TaF6
0.6371000000000001,F-Li-Ta,3,Li3TaF6
0.0,Li-N-Ta,3,Li3TaN2
4.2438,Li-O-Ta,3,Li3TaO4
1.5777,Li-O-Ta,3,Li3TaO4
4.5218,Li-O-Ta,3,Li3TaO4
0.0,Li-Tb,2,Li3Tb
0.0,Li-Sn-Tb-Zn,4,Li3Tb4ZnSn8
0.0,Li-Tc,2,Li3Tc
0.0,Li-Tc,2,Li3Tc
0.0,Li-Te,2,Li3Te
3.3658,H-Li-O-Te,4,Li3TeHO4
0.0,Li-Th,2,Li3Th
0.1673,B-Li-O-Ti,4,Li3Ti(BO3)2
0.1499000000000001,B-Li-O-Ti,4,Li3Ti(BO3)2
0.2136999999999997,B-Li-O-Ti,4,Li3Ti(BO3)2
0.0,Co-Li-O-Ti,4,Li3Ti(CoO2)4
0.0,Co-Li-O-Ti,4,Li3Ti(CoO3)2
0.0,Cu-Li-O-Ti,4,Li3Ti(CuO2)4
0.0,Fe-Li-O-Ti,4,Li3Ti(FeO2)4
0.0,Fe-Li-O-Ti,4,Li3Ti(FeO3)2
0.2639999999999998,Li-Ni-O-Ti,4,Li3Ti(NiO2)4
0.0,Li-Ni-O-Ti,4,Li3Ti(NiO2)4
0.0727999999999999,Li-Ni-O-Ti,4,Li3Ti(NiO3)2
0.0,Li-Ni-O-Ti,4,Li3Ti(NiO3)2
2.9517,Li-O-P-Ti,4,Li3Ti(PO4)2
0.1421999999999998,Li-O-P-Ti,4,Li3Ti(PO4)2
0.2103000000000001,Li-O-P-Ti,4,Li3Ti(PO4)2
0.2206999999999999,Co-Li-O-Ti,4,Li3Ti2(CoO4)2
0.0,Fe-Li-O-Ti,4,Li3Ti2(FeO4)2
0.5219999999999998,Fe-Li-O-Ti,4,Li3Ti2(FeO4)2
1.0376999999999996,Fe-Li-O-Ti,4,Li3Ti2(FeO4)2
0.0127000000000001,Fe-Li-O-Ti,4,Li3Ti2(FeO4)2
0.0,Li-Ni-O-Ti,4,Li3Ti2(NiO4)2
0.0,Li-Ni-O-Ti,4,Li3Ti2(NiO4)2
0.3008000000000002,Li-Ni-O-Ti,4,Li3Ti2(NiO4)2
0.0,Li-O-P-Ti,4,Li3Ti2(PO4)3
0.0,Li-O-P-Ti,4,Li3Ti2(PO4)3
0.1153000000000004,Li-O-P-Ti,4,Li3Ti2(PO4)3
0.2149999999999998,Li-O-P-Ti,4,Li3Ti2(PO4)3
0.0,Li-O-P-Ti,4,Li3Ti2(PO4)3
0.0554999999999994,Li-O-P-Ti,4,Li3Ti2(PO4)3
0.0263999999999997,Li-O-P-Ti,4,Li3Ti2(PO4)3
0.0,Li-O-P-Ti,4,Li3Ti2(PO4)3
0.2219999999999999,Co-Li-O-Ti,4,Li3Ti2Co3O10
0.0,Co-Li-O-Ti,4,Li3Ti2CoO6
0.0,Cr-Li-O-Ti,4,Li3Ti2CrO6
0.0,Cu-Li-O-Ti,4,Li3Ti2Cu3O10
0.0907,Cu-Li-O-Ti,4,Li3Ti2Cu3O10
0.0,Cu-Li-O-Ti,4,Li3Ti2CuO6
1.3634,Fe-Li-O-Ti,4,Li3Ti2Fe3O10
0.0,Fe-Li-O-Ti,4,Li3Ti2FeO6
0.9013,Li-Mn-O-Ti,4,Li3Ti2Mn3O10
0.0,Li-Mn-O-Ti,4,Li3Ti2MnO6
0.0,Li-Nb-O-Ti,4,Li3Ti2NbO6
0.0,Li-Ni-O-Ti,4,Li3Ti2NiO6
0.0,Li-O-Ti-V,4,Li3Ti2V2O8
1.3123999999999998,Li-O-Ti-V,4,Li3Ti2V3O10
0.0,Li-O-Ti-V,4,Li3Ti2VO6
0.0,Cr-Li-O-Ti,4,Li3Ti3CrO8
2.4446000000000003,Fe-Li-O-P-Ti,5,Li3Ti3Fe(PO4)6
0.0,Li-O-Ti-V,4,Li3Ti3VO8
0.0,Li-O-Ti-V,4,Li3Ti3VO8
0.0,Li-O-Ti-V,4,Li3Ti3VO8
0.0,Li-Mn-O-Ti,4,Li3Ti4MnO12
0.0,Li-O-Ti,3,Li3Ti4O8
0.0,Li-O-Ti,3,Li3Ti4O8
0.0,Li-O-Ti,3,Li3Ti4O8
0.0,Li-O-Ti,3,Li3Ti4O8
0.0,Li-O-Ti,3,Li3Ti4O8
0.0,Li-O-Ti,3,Li3Ti4O8
0.0,Li-O-Ti-V,4,Li3Ti4VO8
0.0,Li-O-Ti,3,Li3Ti6O13
0.0,Li-O-Ti,3,Li3Ti8O16
0.0,Co-Li-O-Ti,4,Li3TiCo3O8
0.6397999999999997,Co-Li-O-Ti,4,Li3TiCo3O8
0.1105,Cr-Li-O-Ti,4,Li3TiCr2O6
0.0,Cr-Li-O-Ti,4,Li3TiCr2O6
0.0,Cr-Li-O-Ti,4,Li3TiCr2O6
2.0123,Cr-Li-O-Ti,4,Li3TiCr3O8
1.9035999999999995,Cr-Li-O-Ti,4,Li3TiCr3O8
0.0,F-Li-Ti,3,Li3TiF6
1.8386,Fe-Li-O-Ti,4,Li3TiFe3O8
1.8882,Fe-Li-O-Ti,4,Li3TiFe3O8
1.8205,Fe-Li-O-Ti,4,Li3TiFe3O8
0.5592000000000001,Li-Mn-O-Ti,4,Li3TiMn2O6
0.3048999999999995,Li-Mn-O-Ti,4,Li3TiMn2O6
0.0577,Li-Mn-O-Ti,4,Li3TiMn2O6
0.0,Li-Mn-O-Ti,4,Li3TiMn2O6
0.7481,Li-Mn-O-Ti,4,Li3TiMn3O8
1.1443,Li-Mn-O-Ti,4,Li3TiMn3O8
0.7431999999999999,Li-Mn-O-Ti,4,Li3TiMn3O8
0.1552000000000002,Li-Mn-O-Ti,4,Li3TiMn4O8
0.6013999999999999,Li-Mn-O-Ti,4,Li3TiMn4O8
0.1368,Li-Mn-O-Ti,4,Li3TiMn4O8
0.2056999999999997,Li-Mn-O-Ti,4,Li3TiMn4O8
0.0,Li-Mn-O-Ti,4,Li3TiMn4O8
0.3862000000000001,Li-N-Ti,3,Li3TiN2
0.0,Li-N-Ti,3,Li3TiN2
0.4628000000000001,Li-Ni-O-Ti,4,Li3TiNi3O8
0.0,Li-Ni-O-Ti,4,Li3TiNi3O8
0.3003,Li-Ni-O-Ti,4,Li3TiNi3O8
0.0,Li-Ni-O-Ti,4,Li3TiNi3O8
0.1017000000000001,C-Li-O-P-Ti,5,Li3TiPCO7
0.0,Li-S-Ti,3,Li3TiS3
0.0262999999999999,Li-O-Si-Ti,4,Li3TiSiO5
0.3746999999999998,Li-O-Ti-V,4,Li3TiV2O6
0.1398999999999999,Li-O-Ti-V,4,Li3TiV2O6
0.0,Li-O-Ti-V,4,Li3TiV2O6
0.8866,Li-O-Ti-V,4,Li3TiV3O8
1.3290000000000002,Li-O-Ti-V,4,Li3TiV3O8
1.509,Li-O-Ti-V,4,Li3TiV3O8
0.0,Li-O-Ti-V,4,Li3TiV4O8
0.0,Li-Tl,2,Li3Tl
0.0,Cd-Li-Tl,3,Li3Tl2Cd
3.3885,F-Li-Tl,3,Li3TlF6
0.0,C-Li-O-P-Tl,5,Li3TlPCO7
0.0,Li-Tm,2,Li3Tm
0.3780000000000001,Li-O-U,3,Li3UO4
2.4248,B-Li-O-V,4,Li3V(BO2)5
2.4333,B-Li-O-V,4,Li3V(BO3)2
1.9767,B-Li-O-V,4,Li3V(BO3)2
2.1818,B-Li-O-V,4,Li3V(BO3)2
2.6206000000000005,B-Li-O-V,4,Li3V(BO3)2
2.6147,C-Li-O-V,4,Li3V(CO3)3
0.0,Co-Li-O-V,4,Li3V(CoO2)4
0.0,Fe-Li-O-V,4,Li3V(FeO2)4
0.0,Fe-Li-O-V,4,Li3V(FeO3)2
0.8320999999999996,Fe-Li-O-V,4,Li3V(FeO3)2
4.085100000000001,H-Li-O-V,4,Li3V(H4O3)4
4.0668,H-Li-O-V,4,Li3V(H6O5)2
1.1774999999999998,F-Li-O-V,4,Li3V(OF)2
0.4606999999999996,F-Li-O-V,4,Li3V(OF)2
1.7555999999999994,Li-O-P-V,4,Li3V(PO4)2
3.0387,Li-O-P-V,4,Li3V(PO4)2
1.7604999999999995,Li-O-P-V,4,Li3V(PO4)2
3.0447,Li-O-P-V,4,Li3V(PO4)2
0.0,Li-O-S-V,4,Li3V(SO4)3
1.6770999999999998,Li-O-Te-V,4,Li3V(TeO3)4
0.4142000000000001,C-Li-O-V,4,Li3V2(CO3)4
0.4979,C-Li-O-V,4,Li3V2(CO3)4
0.2072999999999996,C-Li-O-V,4,Li3V2(CO3)4
0.9352,C-Li-O-V,4,Li3V2(CO3)4
0.2403000000000004,Fe-Li-O-V,4,Li3V2(FeO4)2
0.9148,Fe-Li-O-V,4,Li3V2(FeO4)2
0.0,Ge-Li-O-V,4,Li3V2(GeO5)2
1.4901,Li-Ni-O-V,4,Li3V2(NiO4)2
1.1533,F-Li-O-V,4,Li3V2(O2F)2
1.535,F-Li-O-V,4,Li3V2(O2F)2
1.3573000000000002,F-Li-O-V,4,Li3V2(O2F)2
0.4532,F-Li-O-V,4,Li3V2(O2F)2
0.6821999999999999,F-Li-O-V,4,Li3V2(O2F)2
1.2691,F-Li-O-V,4,Li3V2(O2F)2
0.8582999999999998,F-Li-O-V,4,Li3V2(O2F)2
0.3517999999999999,F-Li-O-V,4,Li3V2(O2F)2
0.6701000000000001,F-Li-O-V,4,Li3V2(O2F)2
0.5607000000000002,F-Li-O-V,4,Li3V2(O2F)2
0.7641,F-Li-O-V,4,Li3V2(O2F)2
0.6772999999999998,F-Li-O-V,4,Li3V2(O2F)2
0.0,F-Li-O-V,4,Li3V2(O2F)2
0.6799,F-Li-O-V,4,Li3V2(O2F)2
0.0,F-Li-O-V,4,Li3V2(O2F)2
0.6829999999999998,F-Li-O-V,4,Li3V2(O2F)2
0.9313,F-Li-O-V,4,Li3V2(O2F)2
0.6794,F-Li-O-V,4,Li3V2(O2F)2
0.6706000000000001,F-Li-O-V,4,Li3V2(O2F)2
0.6665000000000001,F-Li-O-V,4,Li3V2(O2F)2
0.6705000000000001,F-Li-O-V,4,Li3V2(O2F)2
0.0,F-Li-O-V,4,Li3V2(O2F)2
0.6649,F-Li-O-V,4,Li3V2(O2F)2
0.6251,F-Li-O-V,4,Li3V2(OF)3
0.4393,F-Li-O-V,4,Li3V2(OF)3
0.374,F-Li-O-V,4,Li3V2(OF)4
0.2562,F-Li-O-V,4,Li3V2(OF)4
1.2909,F-Li-O-V,4,Li3V2(OF)4
1.7453,Li-O-P-V,4,Li3V2(PO4)3
1.8138,Li-O-P-V,4,Li3V2(PO4)3
1.9338,Li-O-P-V,4,Li3V2(PO4)3
0.0219,Li-O-P-V,4,Li3V2(PO4)3
1.7477,Li-O-P-V,4,Li3V2(PO4)3
0.0,Li-O-P-V,4,Li3V2(PO4)3
1.0726,Li-O-Si-V,4,Li3V2(SiO5)2
1.2995,Li-O-Si-V,4,Li3V2(SiO5)2
0.0,Co-Li-O-V,4,Li3V2CoO6
0.4900000000000002,Cr-Li-O-V,4,Li3V2Cr2O8
0.4546999999999999,Cr-Li-O-V,4,Li3V2Cr2O8
1.5825000000000005,Cr-Li-O-V,4,Li3V2CrO6
0.4529999999999998,F-Li-V,3,Li3V2F12
0.475,F-Li-V,3,Li3V2F8
2.0148,F-Li-V,3,Li3V2F9
3.1679,F-Li-V,3,Li3V2F9
1.2992,Fe-Li-O-V,4,Li3V2Fe3O10
0.8235000000000001,Fe-Li-O-V,4,Li3V2FeO6
0.7545000000000001,F-H-Li-O-V,5,Li3V2H4(OF5)2
0.0,Li-Ni-O-V,4,Li3V2NiO6
0.0,Li-O-V,3,Li3V2O6
1.3017,Li-O-V,3,Li3V2O6
2.0167,F-Li-O-V,4,Li3V2OF7
1.0658999999999996,B-Li-O-V,4,Li3V3(BO5)2
1.2932,B-Li-O-V,4,Li3V3(BO5)2
0.0,B-Li-O-V,4,Li3V3(BO5)2
0.7279,B-Li-O-V,4,Li3V3(BO5)2
1.0750000000000002,B-Li-O-V,4,Li3V3(BO5)2
0.7012,B-Li-O-V,4,Li3V3(BO5)2
0.0,B-Li-O-V,4,Li3V3(BO5)2
1.0475000000000003,B-Li-O-V,4,Li3V3(BO5)2
0.4739,B-Li-O-V,4,Li3V3(BO5)2
1.112,Fe-Li-O-V,4,Li3V3(FeO5)2
0.8990999999999998,Co-Li-O-V,4,Li3V3CoO8
0.7804000000000002,Co-Li-O-V,4,Li3V3CoO8
0.6813000000000002,Co-Li-O-V,4,Li3V3CoO8
0.9019,Cr-Li-O-V,4,Li3V3Cr2O10
0.1876000000000002,Cr-Li-O-V,4,Li3V3CrO8
0.6851999999999996,Cr-Li-O-V,4,Li3V3CrO8
0.6469,Fe-Li-O-V,4,Li3V3FeO8
0.7705000000000002,Fe-Li-O-V,4,Li3V3FeO8
0.8607,F-Li-O-V,4,Li3V3O3F5
0.0,F-Li-O-V,4,Li3V3O3F5
0.6659000000000002,F-Li-O-V,4,Li3V3O5F3
1.072,F-Li-O-V,4,Li3V3O5F3
1.4716,F-Li-O-V,4,Li3V3O5F3
0.0,F-Li-O-V,4,Li3V3O5F3
1.3413,Li-O-V,3,Li3V3O8
0.7570999999999994,Li-O-Sb-V,4,Li3V3SbO8
0.0,F-Li-O-V,4,Li3V4(OF3)3
0.0,F-Li-O-V,4,Li3V4(OF3)3
1.0597,F-Li-O-V,4,Li3V4(OF3)3
1.0761,F-Li-O-V,4,Li3V4(OF3)3
1.3491,F-Li-O-V,4,Li3V4(OF3)3
1.5359,F-Li-O-V,4,Li3V4(OF3)3
0.6881999999999997,F-Li-O-V,4,Li3V4(OF3)3
0.687,F-Li-O-V,4,Li3V4(OF3)3
0.9110000000000004,F-Li-O-V,4,Li3V4(OF3)3
1.1431000000000002,F-Li-O-V,4,Li3V4(OF3)3
1.1483,F-Li-O-V,4,Li3V4(OF3)3
0.1598999999999999,F-Li-O-V,4,Li3V4(OF3)3
1.1747,F-Li-O-V,4,Li3V4(OF3)3
0.0,Li-O-P-V,4,Li3V4(PO4)6
0.6562000000000001,Li-O-P-V,4,Li3V4(PO4)6
0.8201,Li-O-P-V,4,Li3V4(PO4)6
0.5800999999999998,Cr-Li-O-V,4,Li3V4CrO8
1.1290000000000002,Cu-Li-O-V,4,Li3V4CuO12
1.3631000000000002,Fe-Li-O-V,4,Li3V4FeO12
1.3456,Fe-Li-O-V,4,Li3V4FeO12
1.8668,Fe-Li-O-V,4,Li3V4FeO12
0.0,Fe-Li-O-V,4,Li3V4FeO8
0.0775000000000001,Li-Ni-O-V,4,Li3V4NiO12
0.0,Li-Ni-O-V,4,Li3V4NiO12
2.0002,F-Li-O-V,4,Li3V4O11F
1.7753,F-Li-O-V,4,Li3V4O11F
1.3797,F-Li-O-V,4,Li3V4O11F
0.919,F-Li-O-V,4,Li3V4O5F7
0.3389999999999999,F-Li-O-V,4,Li3V4O7F5
0.0,F-Li-O-V,4,Li3V4O7F5
1.1907,F-Li-O-V,4,Li3V4O7F5
0.8665,F-Li-O-V,4,Li3V4O7F5
0.0598,F-Li-O-V,4,Li3V4O7F5
0.0,F-Li-O-V,4,Li3V4O7F5
0.9378000000000002,Li-O-V,3,Li3V4O8
1.1042999999999998,Li-O-V,3,Li3V4O8
0.9327,Li-O-V,3,Li3V4O8
1.0954000000000006,Li-O-V,3,Li3V4O8
1.0062000000000002,Li-O-V,3,Li3V4O8
0.0,Li-O-V,3,Li3V4O8
1.1183000000000003,Li-O-Sn-V,4,Li3V4SnO12
0.4130000000000002,Cr-Li-O-V,4,Li3V5Cr2O12
0.8931999999999998,Li-O-V,3,Li3V5O10
0.6398999999999999,Li-O-V,3,Li3V5O10
0.8186,Li-O-V,3,Li3V5O12
1.6216000000000002,Li-O-V,3,Li3V5O12
0.8936000000000002,Li-O-V,3,Li3V5O12
1.2119,Li-O-V,3,Li3V5O12
2.3933,Li-O-V,3,Li3V5O14
0.7822000000000005,Li-O-V,3,Li3V5O8
0.0,Cu-Fe-Li-O-V,5,Li3V6Fe4(CuO12)2
0.0,Cu-Fe-Li-O-V,5,Li3V6Fe4(CuO12)2
0.1467,Li-O-V,3,Li3V6O13
0.6651000000000002,Li-O-V,3,Li3V6O13
0.0,Li-O-V,3,Li3V6O13
0.0,Li-O-V,3,Li3V6O16
1.0818999999999996,Li-O-V,3,Li3V7O12
0.2095000000000002,Li-O-V,3,Li3V8O11
0.0,Li-O-V,3,Li3V8O11
0.0,Li-O-V-Zn,4,Li3V8ZnO16
2.7324,B-Li-O-V,4,Li3VB4O9
1.5281999999999996,B-Li-O-V,4,Li3VBO5
1.9572,B-Li-O-P-V,5,Li3VBPO7
0.6295999999999999,Cr-Li-O-P-V,5,Li3VCr(P2O7)2
1.874,Cr-Li-O-V,4,Li3VCr2O6
1.4110000000000005,Cr-Li-O-V,4,Li3VCr3O8
0.9199,Cr-Li-O-V,4,Li3VCr3O8
1.5066000000000002,Cr-Li-O-V,4,Li3VCr3O8
1.5089000000000006,Cr-Li-O-V,4,Li3VCr3O8
0.2483999999999997,Cr-Li-O-V,4,Li3VCr3O8
0.1432999999999999,Cr-Li-O-V,4,Li3VCr4O8
0.0,Cr-H-Li-O-P-V,6,Li3VCrP2(HO5)2
1.1033000000000004,Cr-H-Li-O-P-V,6,Li3VCrP2(HO5)2
0.0,Cr-H-Li-O-P-V,6,Li3VCrP2(HO5)2
0.5934999999999997,Cr-F-Li-O-P-V,6,Li3VCrP2(O4F)2
1.2582,F-Li-V,3,Li3VF5
2.3684000000000003,F-Li-V,3,Li3VF5
2.4749,F-Li-V,3,Li3VF5
2.5404,F-Li-V,3,Li3VF5
2.5096,F-Li-V,3,Li3VF5
0.0,F-Li-V,3,Li3VF6
4.069,F-Li-V,3,Li3VF6
2.4726,F-Li-V,3,Li3VF6
2.2633,F-Li-V,3,Li3VF6
2.5271,F-Li-V,3,Li3VF6
3.556,F-Li-V,3,Li3VF6
3.8407,F-Li-V,3,Li3VF6
2.4757,F-Li-V,3,Li3VF6
5.8101,F-Li-V,3,Li3VF6
1.9246000000000003,F-Li-V,3,Li3VF7
3.8164,F-Li-V,3,Li3VF8
1.1158,F-Li-V,3,Li3VF8
1.3377999999999997,Fe-Li-O-V,4,Li3VFe3O8
1.1242,Fe-Li-O-V,4,Li3VFe3O8
0.8508999999999998,Fe-Li-O-V,4,Li3VFe3O8
1.1555,Fe-Li-O-V,4,Li3VFe3O8
0.0657,Fe-Li-O-V,4,Li3VFe3O8
0.0,Fe-H-Li-O-P-V,6,Li3VFeP2(HO5)2
2.446400000000001,F-Fe-Li-O-P-V,6,Li3VFeP2(O4F)2
0.0,Li-N-V,3,Li3VN2
0.0,Li-N-V,3,Li3VN2
0.0996999999999999,Li-O-V,3,Li3VO12
0.0,F-Li-O-V,4,Li3VO3F
1.7782,F-Li-O-V,4,Li3VO3F
2.6457,F-Li-O-V,4,Li3VO3F
1.3617,F-Li-O-V,4,Li3VO3F
1.4804,F-Li-O-V,4,Li3VO3F
0.0419999999999998,F-Li-O-V,4,Li3VO3F
0.0302,F-Li-O-V,4,Li3VO3F2
0.0,F-Li-O-V,4,Li3VO3F2
2.7757,F-Li-O-V,4,Li3VO3F2
0.0,F-Li-O-V,4,Li3VO3F2
3.2584,F-Li-O-V,4,Li3VO3F2
3.6916,Li-O-V,3,Li3VO4
3.939,Li-O-V,3,Li3VO4
2.718,F-Li-O-V,4,Li3VOF5
2.1558,F-Li-O-V,4,Li3VOF5
2.4926,F-Li-O-V,4,Li3VOF5
0.0,F-Li-O-V,4,Li3VOF5
2.9678,F-Li-O-V,4,Li3VOF6
2.4006000000000003,H-Li-O-P-V,5,Li3VP2H2O9
0.0,Li-O-P-V,4,Li3VP3O11
0.0,Li-O-P-V,4,Li3VP3O11
2.7478,C-Li-O-P-V,5,Li3VPCO7
0.0,Li-S-V,3,Li3VS3
1.6175,Li-S-V,3,Li3VS4
1.8832,Li-S-V,3,Li3VS4
1.6548999999999996,Li-O-Si-V,4,Li3VSiO5
1.6445999999999996,Li-O-Si-V,4,Li3VSiO5
0.0,Li-W,2,Li3W
0.0,Li-W,2,Li3W
0.0,Li-N-W,3,Li3WN2
0.0,Li-N-W,3,Li3WN2
0.0,Li-Y,2,Li3Y
0.1805999999999996,Li-Ni-O-Y,4,Li3Y(NiO3)2
0.7283,Li-Ni-O-Y,4,Li3Y(NiO3)2
0.0,Li-Ni-O-Y,4,Li3Y(NiO3)2
4.1806,Li-O-Y-Zr,4,Li3Y3ZrO8
0.0,Li-O-S-Ti-Y,5,Li3Y4Ti4(S2O5)2
0.0,Bi-Li-Y,3,Li3YBi2
5.3213,F-Li-Y,3,Li3YF6
0.0,Li-Sb-Y,3,Li3YSb2
0.0,Li-Zn,2,Li3Zn
0.0,Li-Zn,2,Li3Zn
0.0,Li-Zn,2,Li3Zn
2.4602,Li-O-Sb-Zn,4,Li3Zn2SbO6
4.1281,C-Li-O-P-Zn,5,Li3ZnPCO7
4.138199999999999,C-Li-O-P-Zn,5,Li3ZnPCO7
0.0,Li-Zr,2,Li3Zr
0.0,Li-N-Zr,3,Li3ZrN2
1.8759,Li-Nb-O-Te-Zr,5,Li3ZrNb(TeO6)2
0.0,Li-O-Zr,3,Li3ZrO3
0.0,Al-Cu-Li,3,Li4(AlCu2)3
0.2604999999999999,Cd-Li-Sb,3,Li4(CdSb)5
0.0,Co-Li-O,3,Li4(CoO2)7
0.0,Cu-Li-O,3,Li4(CuO2)3
0.0,Cu-Li-O,3,Li4(CuO2)3
0.0,Cu-Li-O,3,Li4(CuO2)3
0.3372999999999999,Fe-Li-O,3,Li4(FeO2)5
0.3229999999999999,Li-Ni-O,3,Li4(NiO2)11
0.1065,Li-Ni-O,3,Li4(NiO2)5
0.0,Li-Ni-O,3,Li4(NiO2)5
0.3227000000000002,Li-Ni-O,3,Li4(NiO2)5
0.0,Li-Ni-O,3,Li4(NiO2)5
0.0,Li-Ni-O,3,Li4(NiO2)7
1.2805999999999995,Al-Cr-Li-O,4,Li4AlCr3O8
3.1048,Al-Cr-Li-O,4,Li4AlCr3O8
2.9174,Al-Cr-Li-O,4,Li4AlCr3O8
2.9055,Al-Cr-Li-O,4,Li4AlCr3O8
3.1083,Al-Cr-Li-O,4,Li4AlCr3O8
2.9397,Al-Cr-Li-O,4,Li4AlCr3O8
3.0624,Al-Cr-Li-O,4,Li4AlCr3O8
2.9464,Al-Cr-Li-O,4,Li4AlCr3O8
3.3975,Al-Cr-Li-O,4,Li4AlCr3O8
3.0815999999999995,Al-Cr-Li-O,4,Li4AlCr3O8
0.0,Al-Cr-Li-O,4,Li4AlCr3O8
0.0,Al-Li-Ni-O,4,Li4AlNi3O8
0.0,Au-Li-S,3,Li4AuS4
4.971,B-Li-O,3,Li4B2O5
4.8277,B-Li-O,3,Li4B2O5
5.8739,B-Cl-Li-O,4,Li4B7ClO12
2.6846,Bi-Li-O,3,Li4Bi2O5
0.0,Bi-Li-O,3,Li4Bi3O8
6.1296,C-Li-O,3,Li4CO4
4.0021,C-Li-O,3,Li4CO4
4.2363,C-Li-O,3,Li4CO4
4.7839,C-Li-O,3,Li4CO4
4.177,C-Li-O,3,Li4CO4
4.0754,C-Li-O,3,Li4CO4
5.8749,C-Li-O,3,Li4CO4
3.8568,C-Li-O,3,Li4CO4
5.0391,C-Li-O,3,Li4CO4
3.9008,C-Li-O,3,Li4CO4
4.6576,C-Li-O,3,Li4CO4
4.0389,C-Li-O,3,Li4CO4
2.9837,C-Li-O,3,Li4CO4
4.8096,C-Li-O,3,Li4CO4
6.1136,C-Li-O,3,Li4CO4
6.072799999999999,C-Li-O,3,Li4CO4
5.351,C-Li-O,3,Li4CO4
5.5673,C-Li-O,3,Li4CO4
5.2217,C-Li-O,3,Li4CO4
4.7254,B-Ca-Li-O,4,Li4Ca(BO3)2
3.0547,Ca-Li-Mg-N-Si,5,Li4Ca2Mg(SiN3)2
2.2904,Ca-Li-N-Si,4,Li4Ca3(SiN3)2
1.3259999999999998,Ca-Li-Nb-O,4,Li4Ca3Nb6O20
0.0,Ce-Ge-Li,3,Li4Ce3Ge4
3.0154,B-Co-Li-O,4,Li4Co(BO3)2
1.5844,Co-F-Li-O,4,Li4Co(OF)2
2.8352,Co-Li-O-P,4,Li4Co(PO4)2
2.6691,Co-Li-O-Si,4,Li4Co(SiO3)3
0.2339999999999999,Co-Li-O,3,Li4Co13O28
0.2336,Co-Li-O,3,Li4Co13O28
0.0285999999999999,Co-Li-O,3,Li4Co15O28
0.4115999999999999,Co-Li-O-P,4,Li4Co2(PO4)3
0.0,Co-Cu-Li-O-Sb,5,Li4Co2Cu3Sb3O16
0.0,Co-Cu-Li-O-Sb,5,Li4Co2Cu3Sb3O16
0.0,Co-Li-Ni-O,4,Li4Co2Ni3O10
0.0,Co-Li-Ni-O,4,Li4Co2Ni3O10
2.5987000000000005,Co-Li-Ni-O-P-Sn,6,Li4Co2Ni3Sn(PO4)6
1.3217,Co-F-Li-O,4,Li4Co2OF7
1.3944,Co-F-Li-O,4,Li4Co2OF7
1.3677,Co-F-Li-O,4,Li4Co2OF7
1.4086,Co-F-Li-O,4,Li4Co2OF7
0.9131,Co-F-Li-O,4,Li4Co2OF7
2.6211,Co-Li-O-Si,4,Li4Co2Si3O10
0.0,Co-Li-Ni-O,4,Li4Co3(NiO4)3
2.5015,Co-F-Li-O,4,Li4Co3(OF3)2
0.0,Co-Cu-Li-O-Sb,5,Li4Co3Cu2Sb3O16
0.0,Co-Cu-Li-O-Sb,5,Li4Co3Cu2Sb3O16
0.0,Co-Cu-Li-O-Te,5,Li4Co3Cu3(TeO8)2
0.0,Co-Cu-Li-O-W,5,Li4Co3Cu3(WO8)2
0.0,Co-Cu-Li-O,4,Li4Co3CuO8
2.5693,Co-Li-Ni-O-P,5,Li4Co3Ni(PO4)4
0.0,Co-Li-Ni-O-Sb,5,Li4Co3Ni2Sb3O16
0.3062,Co-Li-Ni-O-Sn,5,Li4Co3Ni2Sn3O16
0.0,Co-Li-Ni-O-P,5,Li4Co3Ni3(PO4)6
0.0,Co-Li-Ni-O-Sb,5,Li4Co3Ni3(SbO8)2
0.0,Co-Li-Ni-O-Sn,5,Li4Co3Ni3(SnO8)2
0.0,Co-Li-Ni-O-Te,5,Li4Co3Ni3(TeO8)2
0.0019,Co-Li-Ni-O-W,5,Li4Co3Ni3(WO8)2
0.3219000000000003,Co-Li-Ni-O,4,Li4Co3Ni5O16
0.088,Co-Li-Ni-O,4,Li4Co3NiO8
0.7441,Co-Li-Ni-O,4,Li4Co3NiO8
0.0,Co-Li-Ni-O,4,Li4Co3NiO8
0.0,Co-Li-Ni-O,4,Li4Co3NiO8
0.0,Co-Li-Ni-O,4,Li4Co3NiO8
0.4466999999999999,Co-Li-Ni-O,4,Li4Co3NiO8
0.0,Co-Li-Ni-O,4,Li4Co3NiO8
0.0,Co-Li-Ni-O,4,Li4Co3NiO8
0.0,Co-F-Li-O,4,Li4Co3O3F4
0.0,Co-Li-O,3,Li4Co3O7
0.7812000000000001,Co-Li-O,3,Li4Co3O7
0.4915000000000002,Co-Li-O,3,Li4Co3O7
0.512,Co-Li-O,3,Li4Co3O7
0.0,Co-Li-O,3,Li4Co3O7
