ID,composition,source,temperature,target,family,ChemicalFamily,0
2020.0,Li3.75Si0.75P0.25O4,10.1021/acsami.6b14402,25.0,5.54e-07,LISICON,Oxides,
2021.0,LiCaTiNbO6,10.1021/cm9810382,25.0,6.07e-07,Perovskite,Oxides,
2022.0,Li3Cr(MoO4)3,10.1039/B301189e,25.0,3.19e-09,LISICON,Oxides,
2023.0,Li2Mg2(MoO4)3,10.1039/B301189e,25.0,5.35e-12,Lysonite,Oxides,
2024.0,Li3Fe(MoO4)3,10.1039/B301189e,25.0,5.89e-10,Lysonite,Oxides,
2025.0,Li6FeCl8,10.1002/zaac.19875531020,25.0,8.97e-08,Rocksalt,Halides,
2026.0,Li4.8Si0.2Al0.8S4,10.1006/jssc.2002.9701,25.0,1.07e-06,Thio-LISICON,Sulphides,
2027.0,Li3.6Ge0.4P0.6S4,10.1149/1.1379028,25.0,0.000221356,Thio-LISICON,Sulphides,
2028.0,Li3.35Ge0.35P0.65S4,10.1149/1.1379028,25.0,0.001830655,Thio-LISICON,Sulphides,
2029.0,Li6NiCl8,10.1002/zaac.19875531020,25.0,2.69e-10,Rocksalt,Halides,
2030.0,Li6CoCl8,10.1002/zaac.19875531020,25.0,1.51e-06,Rocksalt,Halides,
2031.0,LiF,"Journal De Physique 26 339-341, 1965",25.0,1.18e-14,Rocksalt,Halides,
,,,,,,,
