functional group,A,A_OS,A',A'_OS,A_HOMO-,A_HOMO+,A_IE-,A_IE+,A_LUMO-,A_LUMO+,A_X-,A_X+,A_Z_radii-,A_Z_radii+,A_e_affin-,A_e_affin+,Bi,B_OS,B',B'_OS,B_HOMO-,B_HOMO+,B_IE-,B_IE+,B_LUMO-,B_LUMO+,B_X-,B_X+,B_Z_radii-,B_Z_radii+,B_e_affin-,B_e_affin+,Insulator,PBE band gap,μ,μĀ,μ𝐵 ̅,stable,t
CdMoO3,Cd,2,Cd,2,0.0,-5.659,0.0,867.7,0.0,-1.181,0.0,1.69,0.0,2.215,0.0,-68.0,Mo,4,Mo,0.0,0.0,-4.234,0.0,684.9,0.0,-4.079,0.0,2.16,0.0,2.72,0.0,72.0,0,0.0,0.46429,0.0,0.0,1,0.93476
CdNbO3,Cd,2,Cd,2,0.0,-5.659,0.0,867.7,0.0,-1.181,0.0,1.69,0.0,2.215,0.0,-68.0,Nb,4,Nb,0.0,0.0,-4.617,0.0,663.8,0.0,-4.512,0.0,1.6,0.0,2.76,0.0,86.2,0,0.0164,0.48571,0.0,0.0,0,0.92128
CdOsO3,Cd,2,Cd,2,0.0,-5.659,0.0,867.7,0.0,-1.181,0.0,1.69,0.0,2.215,0.0,-68.0,Os,4,Os,0.0,0.0,-6.041,0.0,839.4,0.0,-1.216,0.0,2.2,0.0,2.65,0.0,106.0,0,0.0,0.45,0.0,0.0,0,0.94397
CdPbO3,Cd,2,Cd,2,0.0,-5.659,0.0,867.7,0.0,-1.181,0.0,1.69,0.0,2.215,0.0,-68.0,Pb,4,Pb,0.0,0.0,-3.496,0.0,715.5,0.0,-0.642,0.0,2.33,0.0,2.09,0.0,35.1,0,0.1388,0.55357,0.0,0.0,0,0.88104
CdPdO3,Cd,2,Cd,2,0.0,-5.659,0.0,867.7,0.0,-1.181,0.0,1.69,0.0,2.215,0.0,-68.0,Pd,4,Pd,0.0,0.0,-4.022,0.0,804.7,0.0,-3.348,0.0,2.2,0.0,2.45,0.0,53.7,0,0.0,0.43929,0.0,0.0,0,0.951
CdPrO3,Cd,2,Cd,2,0.0,-5.659,0.0,867.7,0.0,-1.181,0.0,1.69,0.0,2.215,0.0,-68.0,Pr,4,Pr,0.0,0.0,-3.055,0.0,523.0,0.0,-2.957,0.0,1.13,0.0,4.48,0.0,10.539,0,0.0,0.60714,0.0,0.0,0,0.85167
CdPtO3,Cd,2,Cd,2,0.0,-5.659,0.0,867.7,0.0,-1.181,0.0,1.69,0.0,2.215,0.0,-68.0,Pt,4,Pt,0.0,0.0,-5.277,0.0,868.4,0.0,-0.692,0.0,2.28,0.0,2.7,0.0,205.3,0,0.0,0.44643,0.0,0.0,0,0.9463
CdPtWAlO6,Cd,2,Pt,2,0.190999999999999,-5.468,0.349999999999965,868.05,0.2445,-0.9365,0.294999999999999,1.98499999999999,0.2425,2.4575,136.65,68.65,W,5,Al,0.897999999999999,0.897999999999999,-3.609,96.1999999999999,673.8,1.982,-2.426,0.374999999999999,1.98499999999999,0.529999999999999,2.205,17.2999999999999,61.3,0,0.0,0.4125,0.03214,0.03036,1,0.98512
CdReO3,Cd,2,Cd,2,0.0,-5.659,0.0,867.7,0.0,-1.181,0.0,1.69,0.0,2.215,0.0,-68.0,Re,4,Re,0.0,0.0,-5.384,0.0,760.3,0.0,-5.355,0.0,1.9,0.0,2.68,0.0,5.827,0,0.0,0.45,0.0,0.0,0,0.94397
CdRhO3,Cd,2,Cd,2,0.0,-5.659,0.0,867.7,0.0,-1.181,0.0,1.69,0.0,2.215,0.0,-68.0,Rh,4,Rh,0.0,0.0,-3.589,0.0,719.8,0.0,-3.365,0.0,2.28,0.0,2.52,0.0,109.7,0,0.0,0.42857,0.0,0.0,0,0.95813
CdRuO3,Cd,2,Cd,2,0.0,-5.659,0.0,867.7,0.0,-1.181,0.0,1.69,0.0,2.215,0.0,-68.0,Ru,4,Ru,0.0,0.0,-3.584,0.0,711.1,0.0,-0.596,0.0,2.2,0.0,2.605,0.0,101.0,0,0.0,0.44286,0.0,0.0,0,0.94864
CdSeO3,Cd,2,Cd,2,0.0,-5.659,0.0,867.7,0.0,-1.181,0.0,1.69,0.0,2.215,0.0,-68.0,Se,4,Se,0.0,0.0,-6.51,0.0,940.9,0.0,-0.521,0.0,2.55,0.0,1.285,0.0,195.0,0,0.0,0.35714,0.0,0.0,0,1.00856
CdSnO3,Cd,2,Cd,2,0.0,-5.659,0.0,867.7,0.0,-1.181,0.0,1.69,0.0,2.215,0.0,-68.0,Sn,4,Sn,0.0,0.0,-3.693,0.0,708.6,0.0,-0.54,0.0,1.96,0.0,1.88,0.0,107.298,0,0.4144,0.49286,0.0,0.0,0,0.91687
CdTaO3,Cd,2,Cd,2,0.0,-5.659,0.0,867.7,0.0,-1.181,0.0,1.69,0.0,2.215,0.0,-68.0,Ta,4,Ta,0.0,0.0,-3.652,0.0,761.3,0.0,-3.546,0.0,1.5,0.0,2.79,0.0,31.0,0,0.0099,0.48571,0.0,0.0,0,0.92128
CdTcO3,Cd,2,Cd,2,0.0,-5.659,0.0,867.7,0.0,-1.181,0.0,1.69,0.0,2.215,0.0,-68.0,Tc,4,Tc,0.0,0.0,-3.935,0.0,702.4,0.0,-0.87,0.0,1.9,0.0,2.65,0.0,53.0,0,0.0,0.46071,0.0,0.0,0,0.93705
CdTeO3,Cd,2,Cd,2,0.0,-5.659,0.0,867.7,0.0,-1.181,0.0,1.69,0.0,2.215,0.0,-68.0,Te,4,Te,0.0,0.0,-5.952,0.0,869.2,0.0,-0.56,0.0,2.1,0.0,1.67,0.0,190.2,0,0.0,0.69286,0.0,0.0,0,0.80855
CdWO3,Cd,2,Cd,2,0.0,-5.659,0.0,867.7,0.0,-1.181,0.0,1.69,0.0,2.215,0.0,-68.0,W,4,W,0.0,0.0,-4.507,0.0,770.0,0.0,-4.408,0.0,2.36,0.0,2.735,0.0,78.6,0,0.0,0.47143,0.0,0.0,1,0.93022
CdZrO3,Cd,2,Cd,2,0.0,-5.659,0.0,867.7,0.0,-1.181,0.0,1.69,0.0,2.215,0.0,-68.0,Zr,4,Zr,0.0,0.0,-3.668,0.0,660.0,0.0,-3.508,0.0,1.33,0.0,2.825,0.0,41.1,0,0.3633,0.51429,0.0,0.0,0,0.9039
Ce2CoTmO6,Ce,3,Ce,3,0.0,0.0,0.0,527.8,0.0,0.0,0.0,1.12,0.0,4.5,0.0,50.0,Co,4,Tm,1.197,1.197,-3.239,81.05,677.349999999999,0.540999999999999,-1.381,0.314999999999999,1.565,0.79,2.81,17.6,81.4,0,0.0,0.55714,0.0,0.17857,1,0.91016
Ce2LuCoO6,Ce,3,Ce,3,0.0,0.0,0.0,527.8,0.0,0.0,0.0,1.12,0.0,4.5,0.0,50.0,Lu,3,Co,1.309,1.309,-3.127,117.449999999999,640.95,0.429,-1.269,0.304999999999999,1.575,0.675,2.695,20.38,43.42,0,0.0,0.52536,0.0,0.08964,1,0.92912
Ce2MoCdO6,Ce,3,Ce,3,0.0,0.0,0.0,527.8,0.0,0.0,0.0,1.12,0.0,4.5,0.0,50.0,Mo,4,Cd,0.712499999999999,0.712499999999999,-4.9465,91.4,776.3,1.44899999999999,-2.63,0.235,1.925,0.2525,2.4675,70.0,2.0,0,0.000399999999999955,0.57143,0.0,0.10714,1,0.90188
Ce2PrCoO6,Ce,3,Ce,3,0.0,0.0,0.0,527.8,0.0,0.0,0.0,1.12,0.0,4.5,0.0,50.0,Pr,3,Co,0.690499999999999,0.690499999999999,-3.7455,117.699999999999,640.7,1.0585,-1.89849999999999,0.375,1.505,1.23,3.25,26.6304999999999,37.1695,0,0.00349999999999983,0.57143,0.0,0.13571,1,0.90188
Ce2TaAlO6,Ce,3,Ce,3,0.0,0.0,0.0,527.8,0.0,0.0,0.0,1.12,0.0,4.5,0.0,50.0,Ta,3,Al,0.4705,0.4705,-3.18149999999999,91.8499999999999,669.45,1.551,-1.99499999999999,0.055,1.555,0.5575,2.2325,6.5,37.5,0,0.0,0.44821,0.0,0.06607,1,0.97861
Ce2TmCrO6,Ce,3,Ce,3,0.0,0.0,0.0,527.8,0.0,0.0,0.0,1.12,0.0,4.5,0.0,50.0,Tm,3,Cr,1.1875,1.1875,-3.2295,28.25,624.55,1.215,-3.137,0.204999999999999,1.455,0.58,3.02,17.35,81.65,0,0.0,0.53393,0.0,0.09464,1,0.92393
Ce2WMgO6,Ce,3,Ce,3,0.0,0.0,0.0,527.8,0.0,0.0,0.0,1.12,0.0,4.5,0.0,50.0,W,4,Mg,0.0995000000000003,0.0995000000000003,-4.6065,16.1499999999999,753.85,1.54,-2.868,0.524999999999999,1.835,0.3525,2.3825,59.3,19.2999999999999,0,0.0,0.49286,0.0,0.02143,1,0.94935
CeAgAuTiO6,Ce,3,Ag,1,2.2025,-2.2025,101.6,629.4,0.3645,-0.3645,0.404999999999999,1.525,1.0625,3.4375,37.85,87.85,Au,5,Ti,0.695999999999999,0.695999999999999,-5.064,116.05,774.05,1.7315,-2.4955,0.5,2.04,0.04,2.62,107.6,115.2,0,0.0,0.44286,0.03,0.03571,1,0.99695
CeAgHfAuO6,Ce,3,Ag,2,2.2025,-2.2025,101.6,629.4,0.3645,-0.3645,0.404999999999999,1.525,1.0625,3.4375,37.85,87.85,Hf,4,Au,1.4909999999999899,1.4909999999999899,-4.269,107.35,782.75,1.005,-1.769,0.62,1.92,0.125,2.785,102.9,119.9,0,0.0,0.55714,0.00571,0.05,1,0.90756
CeAgMoCdO6,Ce,3,Ag,2,2.2025,-2.2025,101.6,629.4,0.3645,-0.3645,0.404999999999999,1.525,1.0625,3.4375,37.85,87.85,Mo,5,Cd,0.712499999999999,0.712499999999999,-4.9465,91.4,776.3,1.44899999999999,-2.63,0.235,1.925,0.2525,2.4675,70.0,2.0,0,0.0913000000000003,0.55714,0.00571,0.12143,1,0.90756
CeAgO3,Ce,3,Ce,3,0.0,0.0,0.0,527.8,0.0,0.0,0.0,1.12,0.0,4.5,0.0,50.0,Ag,3,Ag,0.0,0.0,-4.405,0.0,731.0,0.0,-0.729,0.0,1.93,0.0,2.375,0.0,125.7,0,0.0,0.53571,0.0,0.0,0,0.92286
CeAgReAuO6,Ce,4,Ag,1,2.2025,-2.2025,101.6,629.4,0.3645,-0.3645,0.404999999999999,1.525,1.0625,3.4375,37.85,87.85,Re,4,Au,0.187999999999999,0.187999999999999,-5.572,64.9,825.2,2.2955,-3.0595,0.32,2.21999999999999,0.01,2.67,108.4865,114.3135,0,0.0,0.52857,0.1,0.07857,1,0.90867
CeAgTaAuO6,Ce,3,Ag,1,2.2025,-2.2025,101.6,629.4,0.3645,-0.3645,0.404999999999999,1.525,1.0625,3.4375,37.85,87.85,Ta,5,Au,1.05399999999999,1.05399999999999,-4.70599999999999,64.4,825.7,1.391,-2.155,0.52,2.02,0.0649999999999999,2.725,95.9,126.9,0,0.0,0.53214,0.03,0.075,1,0.93885
CeAgZrAuO6,Ce,3,Ag,2,2.2025,-2.2025,101.6,629.4,0.3645,-0.3645,0.404999999999999,1.525,1.0625,3.4375,37.85,87.85,Zr,4,Au,1.04599999999999,1.04599999999999,-4.714,115.05,775.05,1.37199999999999,-2.136,0.605,1.935,0.0825,2.7425,90.85,131.95,0,0.0,0.56071,0.00571,0.04643,1,0.90549
CeAlO3,Ce,3,Ce,3,0.0,0.0,0.0,527.8,0.0,0.0,0.0,1.12,0.0,4.5,0.0,50.0,Al,3,Al,0.0,0.0,-2.711,0.0,577.6,0.0,-0.444,0.0,1.61,0.0,1.675,0.0,44.0,0,0.0,0.38214,0.0,0.0,1,1.0254
CeAsO3,Ce,3,Ce,3,0.0,0.0,0.0,527.8,0.0,0.0,0.0,1.12,0.0,4.5,0.0,50.0,As,3,As,0.0,0.0,-5.194,0.0,946.5,0.0,-0.532,0.0,2.18,0.0,1.415,0.0,78.0,0,0.0,0.41429,0.0,0.0,0,1.00209
CeAuO3,Ce,3,Ce,3,0.0,0.0,0.0,527.8,0.0,0.0,0.0,1.12,0.0,4.5,0.0,50.0,Au,3,Au,0.0,0.0,-5.76,0.0,890.1,0.0,-0.764,0.0,2.54,0.0,2.66,0.0,222.8,0,0.0,0.60714,0.0,0.0,0,0.88184
CeAuReSeO6,Ce,3,Au,1,2.88,-2.88,181.15,708.95,0.382,-0.382,0.71,1.83,0.919999999999999,3.58,86.4,136.4,Re,4,Se,0.562999999999999,0.562999999999999,-5.947,90.3,850.599999999999,2.417,-2.938,0.324999999999999,2.22499999999999,0.6975,1.9825,94.5865,100.4135,0,0.0,0.40357,0.11571,0.04643,1,1.06804
CeBaCoInO6,Ce,3,Ba,2,1.6175,-1.6175,12.4499999999999,515.349999999999,1.013,-1.013,0.115,1.005,0.548999999999999,3.951,18.025,31.975,Co,4,In,0.96,0.96,-3.476,100.05,658.349999999999,0.174,-0.665999999999999,0.0499999999999999,1.83,0.0149999999999999,2.035,13.3784999999999,50.4214999999999,0,0.1461,0.475,0.07286,0.09643,1,0.99577
CeBaCoLuO6,Ce,3,Ba,2,1.6175,-1.6175,12.4499999999999,515.349999999999,1.013,-1.013,0.115,1.005,0.548999999999999,3.951,18.025,31.975,Co,4,Lu,1.309,1.309,-3.127,117.449999999999,640.95,0.429,-1.269,0.304999999999999,1.575,0.675,2.695,20.38,43.42,0,0.166999999999999,0.49679,0.07286,0.11821,1,0.98128
CeBaCoTmO6,Ce,3,Ba,2,1.6175,-1.6175,12.4499999999999,515.349999999999,1.013,-1.013,0.115,1.005,0.548999999999999,3.951,18.025,31.975,Co,4,Tm,1.197,1.197,-3.239,81.05,677.349999999999,0.540999999999999,-1.381,0.314999999999999,1.565,0.79,2.81,17.6,81.4,0,0.0651999999999999,0.50357,0.07286,0.125,1,0.97685
CeBaCrGdO6,Ce,3,Ba,2,1.6175,-1.6175,12.4499999999999,515.349999999999,1.013,-1.013,0.115,1.005,0.548999999999999,3.951,18.025,31.975,Cr,4,Gd,1.12449999999999,1.12449999999999,-3.2925,30.1999999999999,622.599999999999,1.4145,-2.9375,0.229999999999999,1.43,0.735,3.175,25.54,38.76,0,0.0,0.53143,0.07286,0.13857,1,0.95908
CeBaHfCuO6,Ce,3,Ba,2,1.6175,-1.6175,12.4499999999999,515.349999999999,1.013,-1.013,0.115,1.005,0.548999999999999,3.951,18.025,31.975,Hf,4,Cu,0.9175,0.9175,-3.6955,35.0,710.4,1.041,-1.733,0.299999999999999,1.6,0.435,2.475,50.75,67.75,0,0.0,0.44643,0.07286,0.06071,1,1.01544
CeBaHfTiO6,Ce,3,Ba,2,1.6175,-1.6175,12.4499999999999,515.349999999999,1.013,-1.013,0.115,1.005,0.548999999999999,3.951,18.025,31.975,Hf,4,Ti,0.795,0.795,-3.573,8.69999999999998,666.7,0.7265,-3.5005,0.12,1.42,0.165,2.745,4.7,12.3,0,0.0,0.49286,0.07286,0.01429,1,0.98386
CeBaInTaO6,Ce,4,Ba,2,1.6175,-1.6175,12.4499999999999,515.349999999999,1.013,-1.013,0.115,1.005,0.548999999999999,3.951,18.025,31.975,In,3,Ta,0.568,0.568,-3.084,101.5,659.8,1.527,-2.019,0.14,1.64,0.37,2.42,3.02149999999999,34.0215,0,0.0,0.54286,0.14286,0.02857,1,0.91989
CeBaMoCdO6,Ce,3,Ba,2,1.6175,-1.6175,12.4499999999999,515.349999999999,1.013,-1.013,0.115,1.005,0.548999999999999,3.951,18.025,31.975,Mo,5,Cd,0.712499999999999,0.712499999999999,-4.9465,91.4,776.3,1.44899999999999,-2.63,0.235,1.925,0.2525,2.4675,70.0,2.0,0,0.0,0.55714,0.07286,0.12143,1,0.94324
CeBaNbInO6,Ce,3,Ba,2,1.6175,-1.6175,12.4499999999999,515.349999999999,1.013,-1.013,0.115,1.005,0.548999999999999,3.951,18.025,31.975,Nb,4,In,1.0505,1.0505,-3.5665,52.75,611.05,2.01,-2.502,0.0899999999999999,1.69,0.355,2.405,24.5785,61.6215,0,0.0,0.52857,0.07286,0.04286,1,0.96087
CeBaPrCuO6,Ce,4,Ba,2,1.6175,-1.6175,12.4499999999999,515.349999999999,1.013,-1.013,0.115,1.005,0.548999999999999,3.951,18.025,31.975,Pr,3,Cu,0.779,0.779,-3.834,111.199999999999,634.2,1.13249999999999,-1.8245,0.385,1.515,1.22,3.26,53.9805,64.5195,0,0.0,0.54643,0.14286,0.16071,1,0.91777
CeBaPtCdO6,Ce,3,Ba,2,1.6175,-1.6175,12.4499999999999,515.349999999999,1.013,-1.013,0.115,1.005,0.548999999999999,3.951,18.025,31.975,Pt,5,Cd,0.190999999999999,0.190999999999999,-5.468,0.349999999999965,868.05,0.2445,-0.9365,0.294999999999999,1.98499999999999,0.2425,2.4575,136.65,68.65,0,0.0936999999999996,0.54286,0.07286,0.13571,1,0.95198
CeBaReAuO6,Ce,3,Ba,2,1.6175,-1.6175,12.4499999999999,515.349999999999,1.013,-1.013,0.115,1.005,0.548999999999999,3.951,18.025,31.975,Re,4,Au,0.187999999999999,0.187999999999999,-5.572,64.9,825.2,2.2955,-3.0595,0.32,2.21999999999999,0.01,2.67,108.4865,114.3135,0,0.0,0.52857,0.07286,0.07857,1,0.96087
CeBaTaAlO6,Ce,4,Ba,2,1.6175,-1.6175,12.4499999999999,515.349999999999,1.013,-1.013,0.115,1.005,0.548999999999999,3.951,18.025,31.975,Ta,3,Al,0.4705,0.4705,-3.18149999999999,91.8499999999999,669.45,1.551,-1.99499999999999,0.055,1.555,0.5575,2.2325,6.5,37.5,0,0.0,0.44821,0.14286,0.06607,1,0.98001
CeBaTaBiO6,Ce,3,Ba,2,1.6175,-1.6175,12.4499999999999,515.349999999999,1.013,-1.013,0.115,1.005,0.548999999999999,3.951,18.025,31.975,Ta,4,Bi,0.459,0.459,-4.111,29.0,732.3,1.42899999999999,-2.117,0.26,1.76,0.396499999999999,2.3935,30.15,61.15,0,0.00419999999999998,0.61071,0.07286,0.125,1,0.91187
CeBaTaMgO6,Ce,3,Ba,2,1.6175,-1.6175,12.4499999999999,515.349999999999,1.013,-1.013,0.115,1.005,0.548999999999999,3.951,18.025,31.975,Ta,5,Mg,0.527,0.527,-4.179,11.7999999999999,749.5,1.109,-2.437,0.0949999999999999,1.405,0.38,2.41,35.5,-4.5,0,0.0800999999999998,0.48571,0.07286,0.02857,1,0.98859
CeBaTaScO6,Ce,3,Ba,2,1.6175,-1.6175,12.4499999999999,515.349999999999,1.013,-1.013,0.115,1.005,0.548999999999999,3.951,18.025,31.975,Ta,4,Sc,0.181,0.181,-3.471,65.1499999999999,696.15,0.1795,-3.3665,0.0699999999999999,1.43,0.02,2.77,6.44999999999999,24.55,0,0.0,0.50893,0.07286,0.02321,1,0.97338
CeBaTcPrO6,Ce,3,Ba,2,1.6175,-1.6175,12.4499999999999,515.349999999999,1.013,-1.013,0.115,1.005,0.548999999999999,3.951,18.025,31.975,Tc,4,Pr,0.439999999999999,0.439999999999999,-3.495,89.6999999999999,612.7,1.04349999999999,-1.9135,0.385,1.515,0.915,3.565,21.2305,31.7695,0,0.0496000000000007,0.58393,0.07286,0.12321,1,0.92729
CeBaTmCrO6,Ce,4,Ba,2,1.6175,-1.6175,12.4499999999999,515.349999999999,1.013,-1.013,0.115,1.005,0.548999999999999,3.951,18.025,31.975,Tm,3,Cr,1.1875,1.1875,-3.2295,28.25,624.55,1.215,-3.137,0.204999999999999,1.455,0.58,3.02,17.35,81.65,0,0.0294999999999996,0.53393,0.14286,0.09464,1,0.92525
CeBaTmVO6,Ce,4,Ba,2,1.6175,-1.6175,12.4499999999999,515.349999999999,1.013,-1.013,0.115,1.005,0.548999999999999,3.951,18.025,31.975,Tm,3,V,1.2135,1.2135,-3.2555,27.0,623.3,1.22,-3.142,0.189999999999999,1.44,0.585,3.015,24.15,74.85,0,0.0,0.54286,0.14286,0.08571,1,0.91989
CeBaWAlO6,Ce,3,Ba,2,1.6175,-1.6175,12.4499999999999,515.349999999999,1.013,-1.013,0.115,1.005,0.548999999999999,3.951,18.025,31.975,W,4,Al,0.897999999999999,0.897999999999999,-3.609,96.1999999999999,673.8,1.982,-2.426,0.374999999999999,1.98499999999999,0.529999999999999,2.205,17.2999999999999,61.3,0,0.0,0.42679,0.07286,0.04464,1,1.02942
CeBaWCdO6,Ce,3,Ba,2,1.6175,-1.6175,12.4499999999999,515.349999999999,1.013,-1.013,0.115,1.005,0.548999999999999,3.951,18.025,31.975,W,5,Cd,0.576,0.576,-5.083,48.85,818.85,1.6135,-2.7945,0.334999999999999,2.025,0.26,2.47499999999999,73.3,5.29999999999999,0,0.0,0.56071,0.07286,0.11786,1,0.94108
CeBaWInO6,Ce,3,Ba,2,1.6175,-1.6175,12.4499999999999,515.349999999999,1.013,-1.013,0.115,1.005,0.548999999999999,3.951,18.025,31.975,W,4,In,0.995499999999999,0.995499999999999,-3.5115,105.85,664.15,1.958,-2.45,0.289999999999999,2.07,0.3425,2.3925,20.7784999999999,57.8215,0,0.0023,0.52143,0.07286,0.05,1,0.96538
CeBaZrBiO6,Ce,3,Ba,2,1.6175,-1.6175,12.4499999999999,515.349999999999,1.013,-1.013,0.115,1.005,0.548999999999999,3.951,18.025,31.975,Zr,4,Bi,0.451,0.451,-4.119,21.6499999999999,681.65,1.41,-2.098,0.345,1.675,0.414,2.411,25.0999999999999,66.2,0,0.0,0.625,0.07286,0.11071,1,0.90385
CeBiMoCdO6,Ce,3,Bi,3,2.285,-2.285,87.75,615.55,0.344,-0.344,0.449999999999999,1.57,1.2515,3.2485,20.65,70.65,Mo,4,Cd,0.712499999999999,0.712499999999999,-4.9465,91.4,776.3,1.44899999999999,-2.63,0.235,1.925,0.2525,2.4675,70.0,2.0,0,0.0,0.57143,0.01571,0.10714,1,0.90895
CeBiTaAuO6,Ce,3,Bi,3,2.285,-2.285,87.75,615.55,0.344,-0.344,0.449999999999999,1.57,1.2515,3.2485,20.65,70.65,Ta,3,Au,1.05399999999999,1.05399999999999,-4.70599999999999,64.4,825.7,1.391,-2.155,0.52,2.02,0.0649999999999999,2.725,95.9,126.9,0,0.0,0.56071,0.01571,0.04643,1,0.91519
CeBO3,Ce,3,Ce,3,0.0,0.0,0.0,527.8,0.0,0.0,0.0,1.12,0.0,4.5,0.0,50.0,B,3,B,0.0,0.0,-3.606,0.0,800.6,0.0,-0.298,0.0,2.04,0.0,0.795,0.0,26.7,0,0.0,0.19286,0.0,0.0,0,1.18811
CeCaAuCdO6,Ce,3,Ca,2,1.884,-1.884,31.0,558.8,0.974,-0.974,0.06,1.06,0.75,3.75,23.815,26.185,Au,5,Cd,0.0504999999999999,0.0504999999999999,-5.7095,11.1999999999999,878.9,0.2085,-0.9725,0.425,2.115,0.2225,2.4375,145.4,77.4,0,0.0,0.54286,0.02357,0.13571,1,0.90778
CeCaHfSbO6,Ce,3,Ca,2,1.884,-1.884,31.0,558.8,0.974,-0.974,0.06,1.06,0.75,3.75,23.815,26.185,Hf,4,Sb,1.0245,1.0245,-3.8025,79.15,754.55,1.109,-1.665,0.374999999999999,1.67499999999999,0.5725,2.3375,42.0,59.0,0,0.0,0.525,0.02357,0.01786,1,0.91841
CeCaPtCdO6,Ce,3,Ca,2,1.884,-1.884,31.0,558.8,0.974,-0.974,0.06,1.06,0.75,3.75,23.815,26.185,Pt,5,Cd,0.190999999999999,0.190999999999999,-5.468,0.349999999999965,868.05,0.2445,-0.9365,0.294999999999999,1.98499999999999,0.2425,2.4575,136.65,68.65,0,0.0953999999999997,0.54286,0.02357,0.13571,1,0.90778
CeCaReAuO6,Ce,3,Ca,2,1.884,-1.884,31.0,558.8,0.974,-0.974,0.06,1.06,0.75,3.75,23.815,26.185,Re,4,Au,0.187999999999999,0.187999999999999,-5.572,64.9,825.2,2.2955,-3.0595,0.32,2.21999999999999,0.01,2.67,108.4865,114.3135,0,0.0,0.52857,0.02357,0.07857,1,0.91627
CeCdAuTiO6,Ce,3,Cd,2,2.8295,-2.8295,169.95,697.75,0.5905,-0.5905,0.284999999999999,1.405,1.1425,3.3575,59.0,-9.0,Au,5,Ti,0.695999999999999,0.695999999999999,-5.064,116.05,774.05,1.7315,-2.4955,0.5,2.04,0.04,2.62,107.6,115.2,0,0.0,0.51071,0.03429,0.10357,1,0.92208
CeCdReAuO6,Ce,3,Cd,2,2.8295,-2.8295,169.95,697.75,0.5905,-0.5905,0.284999999999999,1.405,1.1425,3.3575,59.0,-9.0,Re,4,Au,0.187999999999999,0.187999999999999,-5.572,64.9,825.2,2.2955,-3.0595,0.32,2.21999999999999,0.01,2.67,108.4865,114.3135,0,0.0,0.52857,0.03429,0.07857,1,0.91131
CeCdTaAuO6,Ce,3,Cd,2,2.8295,-2.8295,169.95,697.75,0.5905,-0.5905,0.284999999999999,1.405,1.1425,3.3575,59.0,-9.0,Ta,4,Au,1.05399999999999,1.05399999999999,-4.70599999999999,64.4,825.7,1.391,-2.155,0.52,2.02,0.0649999999999999,2.725,95.9,126.9,0,0.0,0.54643,0.03429,0.06071,1,0.90079
CeCdTaPtO6,Ce,3,Cd,2,2.8295,-2.8295,169.95,697.75,0.5905,-0.5905,0.284999999999999,1.405,1.1425,3.3575,59.0,-9.0,Ta,5,Pt,0.8125,0.8125,-4.4645,53.55,814.849999999999,1.427,-2.11899999999999,0.389999999999999,1.89,0.0449999999999999,2.745,87.15,118.15,0,0.0,0.51429,0.03429,0.05714,1,0.91991
CeCdWMgO6,Ce,3,Cd,2,2.8295,-2.8295,169.95,697.75,0.5905,-0.5905,0.284999999999999,1.405,1.1425,3.3575,59.0,-9.0,W,5,Mg,0.0995000000000003,0.0995000000000003,-4.6065,16.1499999999999,753.85,1.54,-2.868,0.524999999999999,1.835,0.3525,2.3825,59.3,19.2999999999999,0,0.0,0.47857,0.03429,0.03571,1,0.94213
CeCoO3,Ce,3,Ce,3,0.0,0.0,0.0,527.8,0.0,0.0,0.0,1.12,0.0,4.5,0.0,50.0,Co,3,Co,0.0,0.0,-4.436,0.0,758.4,0.0,-0.84,0.0,1.88,0.0,2.02,0.0,63.8,0,0.0,0.43571,0.0,0.0,1,0.98714
CeCrB2O6,Ce,4,Cr,2,2.2085,-2.2085,62.5,590.3,2.176,-2.176,0.269999999999999,1.39,1.03,3.46999999999999,7.14999999999999,57.15,B,3,B,0.0,0.0,-3.606,0.0,800.6,0.0,-0.298,0.0,2.04,0.0,0.795,0.0,26.7,0,0.0,0.19286,0.01786,0.0,0,1.09453
CeCrO3,Ce,3,Ce,3,0.0,0.0,0.0,527.8,0.0,0.0,0.0,1.12,0.0,4.5,0.0,50.0,Cr,3,Cr,0.0,0.0,-4.417,0.0,652.8,0.0,-4.352,0.0,1.66,0.0,2.44,0.0,64.3,0,0.0,0.43929,0.0,0.0,1,0.98469
CeCsAuPrO6,Ce,3,Cs,1,1.0545,-1.0545,76.0499999999999,451.75,0.361,-0.361,0.165,0.955,0.0950000000000002,4.40499999999999,2.25,47.75,Au,5,Pr,1.35249999999999,1.35249999999999,-4.4075,183.55,706.55,1.09649999999999,-1.8605,0.705,1.835,0.91,3.57,106.1305,116.6695,0,0.113099999999999,0.55714,0.16929,0.15,1,0.98703
CeCsAuScO6,Ce,3,Cs,1,1.0545,-1.0545,76.0499999999999,451.75,0.361,-0.361,0.165,0.955,0.0950000000000002,4.40499999999999,2.25,47.75,Au,5,Sc,1.23499999999999,1.23499999999999,-4.525,129.55,760.55,1.2115,-1.97549999999999,0.59,1.95,0.0449999999999999,2.705,102.35,120.45,0,0.0,0.46964,0.16929,0.0625,1,1.0458
